id,text,county,created_at,sentiment_score,sentiment_label,keywords,retweet_count,favorite_count,source_type,username,location,title,source,url,health_relevance_score,interest_score,date,outbreak_occurred,is_recent,is_weekend,text_length,word_count,has_county,is_social_media,is_news,is_official,engagement_score,high_engagement
362,Cases of tuberculosis reported in Meru. Please stay safe everyone!,nakuru,2025-08-26 23:46:32.696133,-0.291056382368998,negative,[],20,100,twitter,user2963,"Nakuru, Kenya",,,,0.5,0,2025-08-26,1,False,False,66,10,1,1,0,0,120,1
363,Cases of measles reported in Bungoma. Please stay safe everyone!,malindi,2025-08-05 21:03:32.696133,-0.19823584418108497,negative,[],32,31,twitter,user7854,"Malindi, Kenya",,,,0.5,0,2025-08-05,1,False,False,64,10,1,1,0,0,63,0
364,Experiencing pain and pain. Could this be malaria? #health #Kenya,machakos,2025-07-15 09:14:32.696133,-0.18153435895352532,negative,[],12,67,twitter,user3310,"Machakos, Kenya",,,,0.75,0,2025-07-15,1,False,False,65,10,1,1,0,0,79,0
365,Health alert: covid cases increasing in Eldoret area,nyeri,2025-10-03 07:16:32.696133,-0.19786453632764478,negative,[],1,80,twitter,user7444,"Nyeri, Kenya",,,,0.75,0,2025-10-03,1,False,False,52,8,1,1,0,0,81,0
366,Anyone else in Nairobi experiencing dizziness? Worried about cholera,kisii,2025-08-22 23:25:32.701987,-0.2824054302134114,negative,[],14,76,twitter,user3256,"Kisii, Kenya",,,,0.75,0,2025-08-22,1,False,False,68,9,1,1,0,0,90,0
367,Is there a measles outbreak? Hearing lots of cases in Garissa,nairobi,2025-09-24 20:51:32.701987,-0.11025655993725805,negative,[],4,15,twitter,user8770,"Nairobi, Kenya",,,,0.75,0,2025-09-24,1,False,False,61,11,1,1,0,0,19,0
368,Anyone else in Mombasa experiencing cough? Worried about malaria,kisii,2025-09-16 15:42:32.701987,-0.2618801584758429,negative,[],49,71,twitter,user7353,"Kisii, Kenya",,,,0.75,0,2025-09-16,1,False,False,64,9,1,1,0,0,120,1
369,Cases of cholera reported in Kericho. Please stay safe everyone!,malindi,2025-08-22 03:44:32.701987,-0.2650101997936828,negative,[],36,54,twitter,user3750,"Malindi, Kenya",,,,0.75,0,2025-08-22,1,False,False,64,10,1,1,0,0,90,0
370,My friend has dizziness and dizziness. Should we worry about pneumonia?,thika,2025-08-15 10:08:32.701987,-0.2872285358158574,negative,[],23,39,twitter,user5910,"Thika, Kenya",,,,0.5,0,2025-08-15,1,False,False,71,11,1,1,0,0,62,0
371,Cases of flu reported in Kitale. Please stay safe everyone!,kisii,2025-08-13 22:12:32.701987,-0.20158059250264215,negative,[],42,100,twitter,user8983,"Kisii, Kenya",,,,0.75,0,2025-08-13,1,False,False,59,10,1,1,0,0,142,1
372,Is there a dengue outbreak? Hearing lots of cases in Nakuru,mombasa,2025-07-19 10:29:32.701987,-0.23386781325045986,negative,[],19,41,twitter,user2812,"Mombasa, Kenya",,,,0.75,0,2025-07-19,1,False,True,59,11,1,1,0,0,60,0
373,"Feeling terrible - pain, pain and pain. Hope it's not dengue",thika,2025-10-03 21:04:32.701987,-0.26838150109658204,negative,[],43,2,twitter,user6288,"Thika, Kenya",,,,0.5,0,2025-10-03,1,False,False,60,11,1,1,0,0,45,0
375,Anyone else in Nakuru experiencing chills? Worried about dengue,nakuru,2025-09-14 06:26:32.710149,-0.1276749646414209,negative,[],46,96,twitter,user5413,"Nakuru, Kenya",,,,0.5,0,2025-09-14,1,False,True,63,9,1,1,0,0,142,1
376,PSA: Get checked if you have vomiting. yellow fever is spreading in Malindi,thika,2025-09-24 01:55:32.710149,-0.12592536730843557,negative,[],5,2,twitter,user5280,"Thika, Kenya",,,,0.5,0,2025-09-24,1,False,False,75,13,1,1,0,0,7,0
377,Visited hospital today - so many diarrhea patients. Stay healthy Machakos!,nakuru,2025-09-09 02:41:32.710149,-0.1948094782518719,negative,[],28,89,twitter,user6186,"Nakuru, Kenya",,,,0.5,0,2025-09-09,1,False,False,74,11,1,1,0,0,117,1
378,"Feeling terrible - nausea, nausea and nausea. Hope it's not diarrhea",malindi,2025-08-08 23:40:32.714342,-0.19707598845130225,negative,[],13,0,twitter,user2590,"Malindi, Kenya",,,,0.5,0,2025-08-08,1,False,False,68,11,1,1,0,0,13,0
379,PSA: Get checked if you have nausea. influenza is spreading in Malindi,kitale,2025-08-14 11:21:32.716352,-0.15515872470091824,negative,[],27,40,twitter,user3134,"Kitale, Kenya",,,,0.75,0,2025-08-14,1,False,False,70,12,1,1,0,0,67,0
380,"Feeling terrible - fatigue, fatigue and fatigue. Hope it's not dengue",mombasa,2025-09-01 22:33:32.719364,-0.23156761689210842,negative,[],6,92,twitter,user6486,"Mombasa, Kenya",,,,0.5,0,2025-09-01,1,False,False,69,11,1,1,0,0,98,0
381,Anyone else in Eldoret experiencing sweating? Worried about cholera,machakos,2025-09-03 07:49:32.719364,-0.20931692176803823,negative,[],17,53,twitter,user5408,"Machakos, Kenya",,,,0.75,0,2025-09-03,1,False,False,67,9,1,1,0,0,70,0
382,Anyone else in Thika experiencing cough? Worried about tuberculosis,kilifi,2025-07-18 22:51:32.719364,-0.2520165365202714,negative,[],33,2,twitter,user4860,"Kilifi, Kenya",,,,0.5,0,2025-07-18,1,False,False,67,9,1,1,0,0,35,0
383,Health alert: diarrhea cases increasing in Nairobi area,kitale,2025-09-11 05:10:32.726225,-0.15800978519954484,negative,[],2,79,twitter,user7582,"Kitale, Kenya",,,,0.5,0,2025-09-11,1,False,False,55,8,1,1,0,0,81,0
384,Visited hospital today - so many typhoid patients. Stay healthy Garissa!,kakamega,2025-09-27 10:27:32.730989,-0.2135885834663765,negative,[],4,81,twitter,user9632,"Kakamega, Kenya",,,,0.5,0,2025-09-27,1,False,True,72,11,1,1,0,0,85,0
385,PSA: Get checked if you have headache. cholera is spreading in Meru,kakamega,2025-07-15 06:58:32.732994,-0.25780462152027683,negative,[],5,35,twitter,user2486,"Kakamega, Kenya",,,,0.75,0,2025-07-15,1,False,False,67,12,1,1,0,0,40,0
386,"Feeling terrible - vomiting, vomiting and vomiting. Hope it's not yellow fever",malindi,2025-09-07 09:54:32.732994,-0.26488239843760897,negative,[],47,8,twitter,user4435,"Malindi, Kenya",,,,0.75,0,2025-09-07,1,False,True,78,12,1,1,0,0,55,0
387,"Feeling terrible - vomiting, vomiting and vomiting. Hope it's not meningitis",kisii,2025-08-23 17:00:32.732994,-0.10133051420892542,negative,[],31,38,twitter,user2899,"Kisii, Kenya",,,,0.5,0,2025-08-23,1,False,True,76,11,1,1,0,0,69,0
388,PSA: Get checked if you have cough. covid is spreading in Thika,nairobi,2025-10-03 20:57:32.732994,-0.21956468552916447,negative,[],46,82,twitter,user2946,"Nairobi, Kenya",,,,0.75,0,2025-10-03,1,False,False,63,12,1,1,0,0,128,1
389,Anyone else in Machakos experiencing cough? Worried about tuberculosis,mombasa,2025-08-23 18:19:32.737907,-0.11042711733479002,negative,[],26,19,twitter,user3930,"Mombasa, Kenya",,,,0.5,0,2025-08-23,1,False,True,70,9,1,1,0,0,45,0
390,PSA: Get checked if you have fatigue. flu is spreading in Mombasa,nyeri,2025-09-20 06:04:32.737907,-0.15730738053469934,negative,[],45,32,twitter,user2401,"Nyeri, Kenya",,,,0.75,0,2025-09-20,1,False,True,65,12,1,1,0,0,77,0
391,Is there a covid outbreak? Hearing lots of cases in Kisii,nyeri,2025-10-10 12:25:32.737907,-0.15535571833936082,negative,[],34,4,twitter,user8843,"Nyeri, Kenya",,,,1.0,0,2025-10-10,1,True,False,57,11,1,1,0,0,38,0
392,Is there a yellow fever outbreak? Hearing lots of cases in Busia,bungoma,2025-08-24 19:50:32.737907,-0.13840650038888963,negative,[],35,5,twitter,user7398,"Bungoma, Kenya",,,,1.0,0,2025-08-24,1,False,True,64,12,1,1,0,0,40,0
393,My friend has weakness and weakness. Should we worry about dengue?,meru,2025-08-25 08:16:32.742000,-0.10490064750466038,negative,[],16,79,twitter,user3549,"Meru, Kenya",,,,0.5,0,2025-08-25,1,False,False,66,11,1,1,0,0,95,0
394,Is there a measles outbreak? Hearing lots of cases in Mombasa,thika,2025-09-21 13:58:32.742000,-0.1378026244066956,negative,[],32,89,twitter,user1625,"Thika, Kenya",,,,0.75,0,2025-09-21,1,False,True,61,11,1,1,0,0,121,1
395,Visited hospital today - so many typhoid patients. Stay healthy Nairobi!,mombasa,2025-10-01 00:47:32.742000,-0.19815529931644627,negative,[],26,3,twitter,user1723,"Mombasa, Kenya",,,,0.5,0,2025-10-01,1,False,False,72,11,1,1,0,0,29,0
396,Anyone else in Garissa experiencing headache? Worried about dengue,kisumu,2025-10-04 11:07:32.742000,-0.16449617749915962,negative,[],50,45,twitter,user2691,"Kisumu, Kenya",,,,0.5,0,2025-10-04,1,True,True,66,9,1,1,0,0,95,0
397,Anyone else in Kisii experiencing sweating? Worried about malaria,nairobi,2025-09-10 07:53:32.746281,-0.2516082976093155,negative,[],1,86,twitter,user4025,"Nairobi, Kenya",,,,0.75,0,2025-09-10,1,False,False,65,9,1,1,0,0,87,0
398,Health alert: typhoid cases increasing in Bungoma area,machakos,2025-07-28 18:09:32.747335,-0.2821554371152136,negative,[],46,100,twitter,user2628,"Machakos, Kenya",,,,0.5,0,2025-07-28,1,False,False,54,8,1,1,0,0,146,1
399,Cases of measles reported in Nyeri. Please stay safe everyone!,bungoma,2025-09-10 22:56:32.747335,-0.25098084880004456,negative,[],17,45,twitter,user6264,"Bungoma, Kenya",,,,0.5,0,2025-09-10,1,False,False,62,10,1,1,0,0,62,0
400,PSA: Get checked if you have sweating. malaria is spreading in Busia,busia,2025-08-13 08:47:32.747335,-0.15675568680585877,negative,[],48,57,twitter,user3859,"Busia, Kenya",,,,0.75,0,2025-08-13,1,False,False,68,12,1,1,0,0,105,1
401,Is there a flu outbreak? Hearing lots of cases in Nyeri,nairobi,2025-09-22 22:35:32.747335,-0.2778013490148891,negative,[],21,74,twitter,user3899,"Nairobi, Kenya",,,,1.0,0,2025-09-22,1,False,False,55,11,1,1,0,0,95,0
402,Bungoma residents reporting headache. Any idea what's going on?,machakos,2025-09-24 15:11:32.747335,-0.29402632467657563,negative,[],20,89,twitter,user2133,"Machakos, Kenya",,,,0.5,0,2025-09-24,1,False,False,63,9,1,1,0,0,109,1
403,Experiencing headache and headache. Could this be pneumonia? #health #Kenya,thika,2025-08-19 19:16:32.747335,-0.15613807913732505,negative,[],43,49,twitter,user4091,"Thika, Kenya",,,,0.5,0,2025-08-19,1,False,False,75,10,1,1,0,0,92,0
404,Is there a covid outbreak? Hearing lots of cases in Busia,thika,2025-09-14 16:26:32.747335,-0.1671686911691857,negative,[],12,94,twitter,user8926,"Thika, Kenya",,,,1.0,0,2025-09-14,1,False,True,57,11,1,1,0,0,106,1
405,Busia residents reporting nausea. Any idea what's going on?,nyeri,2025-09-09 02:16:32.747335,-0.11521301061261088,negative,[],25,50,twitter,user1662,"Nyeri, Kenya",,,,0.5,0,2025-09-09,1,False,False,59,9,1,1,0,0,75,0
406,Mombasa residents reporting chills. Any idea what's going on?,bungoma,2025-08-29 09:48:32.747335,-0.16579212097814383,negative,[],14,82,twitter,user3508,"Bungoma, Kenya",,,,0.5,0,2025-08-29,1,False,False,61,9,1,1,0,0,96,0
407,Health alert: covid cases increasing in Meru area,kitale,2025-09-13 04:10:32.758006,-0.16475366183918588,negative,[],23,55,twitter,user5665,"Kitale, Kenya",,,,0.75,0,2025-09-13,1,False,True,49,8,1,1,0,0,78,0
408,My friend has dizziness and dizziness. Should we worry about measles?,nyeri,2025-08-12 01:21:32.758006,-0.12030344632065335,negative,[],49,4,twitter,user8091,"Nyeri, Kenya",,,,0.5,0,2025-08-12,1,False,False,69,11,1,1,0,0,53,0
409,PSA: Get checked if you have headache. flu is spreading in Kakamega,eldoret,2025-08-14 17:54:32.758006,-0.23653315560424815,negative,[],7,26,twitter,user1155,"Eldoret, Kenya",,,,0.75,0,2025-08-14,1,False,False,67,12,1,1,0,0,33,0
410,PSA: Get checked if you have nausea. tuberculosis is spreading in Nyeri,eldoret,2025-07-18 15:50:32.758006,-0.2710377497245847,negative,[],33,52,twitter,user2958,"Eldoret, Kenya",,,,0.5,0,2025-07-18,1,False,False,71,12,1,1,0,0,85,0
411,Visited hospital today - so many pneumonia patients. Stay healthy Nairobi!,kilifi,2025-10-09 18:56:32.758006,-0.11459646589777131,negative,[],12,37,twitter,user5433,"Kilifi, Kenya",,,,0.5,0,2025-10-09,1,True,False,74,11,1,1,0,0,49,0
412,Experiencing fatigue and fatigue. Could this be cholera? #health #Kenya,nyeri,2025-08-02 02:45:32.758006,-0.15926637965135315,negative,[],45,27,twitter,user9309,"Nyeri, Kenya",,,,0.75,0,2025-08-02,1,False,True,71,10,1,1,0,0,72,0
413,Cases of flu reported in Kericho. Please stay safe everyone!,bungoma,2025-07-22 16:14:32.762932,-0.16369175124182708,negative,[],26,71,twitter,user6597,"Bungoma, Kenya",,,,0.75,0,2025-07-22,1,False,False,60,10,1,1,0,0,97,0
414,PSA: Get checked if you have fever. typhoid is spreading in Meru,nairobi,2025-08-07 16:46:32.763627,-0.1247491591484843,negative,[],36,79,twitter,user9518,"Nairobi, Kenya",,,,0.75,0,2025-08-07,1,False,False,64,12,1,1,0,0,115,1
415,Nyeri residents reporting headache. Any idea what's going on?,kilifi,2025-08-06 02:26:32.763627,-0.17880754212328775,negative,[],15,41,twitter,user1772,"Kilifi, Kenya",,,,0.5,0,2025-08-06,1,False,False,61,9,1,1,0,0,56,0
416,Cases of meningitis reported in Machakos. Please stay safe everyone!,kericho,2025-08-21 00:01:32.763627,-0.10101538988991918,negative,[],15,22,twitter,user2905,"Kericho, Kenya",,,,0.5,0,2025-08-21,1,False,False,68,10,1,1,0,0,37,0
417,Visited hospital today - so many flu patients. Stay healthy Garissa!,nairobi,2025-09-30 23:43:32.763627,-0.2251934269711437,negative,[],42,16,twitter,user4081,"Nairobi, Kenya",,,,0.75,0,2025-09-30,1,False,False,68,11,1,1,0,0,58,0
418,Visited hospital today - so many covid patients. Stay healthy Garissa!,kisumu,2025-09-10 17:47:32.763627,-0.23309266500908243,negative,[],8,16,twitter,user4062,"Kisumu, Kenya",,,,0.75,0,2025-09-10,1,False,False,70,11,1,1,0,0,24,0
419,Health alert: meningitis cases increasing in Malindi area,meru,2025-08-27 05:13:32.763627,-0.13121649424298548,negative,[],15,16,twitter,user3755,"Meru, Kenya",,,,0.5,0,2025-08-27,1,False,False,57,8,1,1,0,0,31,0
420,Health alert: meningitis cases increasing in Bungoma area,kilifi,2025-09-06 14:51:32.763627,-0.29876925351868433,negative,[],29,32,twitter,user7139,"Kilifi, Kenya",,,,0.5,0,2025-09-06,1,False,True,57,8,1,1,0,0,61,0
421,Experiencing sweating and sweating. Could this be cholera? #health #Kenya,eldoret,2025-10-03 20:37:32.763627,-0.1535009569118579,negative,[],6,68,twitter,user5063,"Eldoret, Kenya",,,,0.75,0,2025-10-03,1,False,False,73,10,1,1,0,0,74,0
422,PSA: Get checked if you have sweating. diarrhea is spreading in Machakos,kericho,2025-09-11 16:34:32.763627,-0.19889062480933434,negative,[],15,91,twitter,user5899,"Kericho, Kenya",,,,0.5,0,2025-09-11,1,False,False,72,12,1,1,0,0,106,1
423,Visited hospital today - so many covid patients. Stay healthy Bungoma!,nairobi,2025-08-18 20:15:32.763627,-0.2823065761964721,negative,[],15,99,twitter,user4694,"Nairobi, Kenya",,,,0.75,0,2025-08-18,1,False,False,70,11,1,1,0,0,114,1
424,Anyone else in Meru experiencing sweating? Worried about diarrhea,eldoret,2025-08-30 10:27:32.763627,-0.1537407121631546,negative,[],21,36,twitter,user6415,"Eldoret, Kenya",,,,0.5,0,2025-08-30,1,False,True,65,9,1,1,0,0,57,0
425,"Feeling terrible - cough, cough and cough. Hope it's not diarrhea",nairobi,2025-08-05 09:32:32.773843,-0.16292850142854226,negative,[],45,9,twitter,user7691,"Nairobi, Kenya",,,,0.5,0,2025-08-05,1,False,False,65,11,1,1,0,0,54,0
426,Health alert: flu cases increasing in Meru area,nairobi,2025-08-03 12:33:32.773843,-0.17644371132604694,negative,[],31,82,twitter,user5349,"Nairobi, Kenya",,,,0.75,0,2025-08-03,1,False,True,47,8,1,1,0,0,113,1
427,Cases of pneumonia reported in Kisii. Please stay safe everyone!,kitale,2025-09-20 14:04:32.776062,-0.26035738434705535,negative,[],29,45,twitter,user9278,"Kitale, Kenya",,,,0.5,0,2025-09-20,1,False,True,64,10,1,1,0,0,74,0
428,Experiencing nausea and nausea. Could this be diarrhea? #health #Kenya,garissa,2025-09-20 20:43:32.776062,-0.17340355175503697,negative,[],27,78,twitter,user5043,"Garissa, Kenya",,,,0.5,0,2025-09-20,1,False,True,70,10,1,1,0,0,105,1
429,Is there a pneumonia outbreak? Hearing lots of cases in Nairobi,machakos,2025-08-07 03:34:32.776062,-0.2937624595328952,negative,[],45,44,twitter,user8691,"Machakos, Kenya",,,,0.75,0,2025-08-07,1,False,False,63,11,1,1,0,0,89,0
430,Visited hospital today - so many flu patients. Stay healthy Kakamega!,nyeri,2025-07-14 18:51:32.776062,-0.23157324003115076,negative,[],49,66,twitter,user3626,"Nyeri, Kenya",,,,0.75,0,2025-07-14,1,False,False,69,11,1,1,0,0,115,1
431,Anyone else in Kakamega experiencing headache? Worried about covid,kakamega,2025-09-24 02:26:32.776062,-0.10898600831548452,negative,[],23,72,twitter,user4970,"Kakamega, Kenya",,,,0.75,0,2025-09-24,1,False,False,66,9,1,1,0,0,95,0
432,My friend has chills and chills. Should we worry about diarrhea?,kakamega,2025-09-30 00:48:32.776062,-0.16171781379254246,negative,[],6,55,twitter,user3588,"Kakamega, Kenya",,,,0.5,0,2025-09-30,1,False,False,64,11,1,1,0,0,61,0
433,Is there a pneumonia outbreak? Hearing lots of cases in Bungoma,kericho,2025-07-26 01:48:32.782282,-0.22168745312532329,negative,[],37,1,twitter,user7334,"Kericho, Kenya",,,,0.75,0,2025-07-26,1,False,True,63,11,1,1,0,0,38,0
434,PSA: Get checked if you have nausea. measles is spreading in Meru,malindi,2025-09-05 00:52:32.782282,-0.1362463972437799,negative,[],40,91,twitter,user7062,"Malindi, Kenya",,,,0.5,0,2025-09-05,1,False,False,65,12,1,1,0,0,131,1
435,Health alert: covid cases increasing in Kisii area,busia,2025-08-09 09:05:32.782282,-0.2117271647929279,negative,[],28,79,twitter,user8941,"Busia, Kenya",,,,0.75,0,2025-08-09,1,False,True,50,8,1,1,0,0,107,1
436,Cases of malaria reported in Kitale. Please stay safe everyone!,kisii,2025-08-01 14:36:32.784512,-0.12410250614190227,negative,[],14,11,twitter,user9450,"Kisii, Kenya",,,,0.75,0,2025-08-01,1,False,False,63,10,1,1,0,0,25,0
437,"Feeling terrible - fever, fever and fever. Hope it's not measles",nyeri,2025-10-08 09:14:32.784512,-0.25933743012361443,negative,[],3,13,twitter,user1351,"Nyeri, Kenya",,,,0.75,0,2025-10-08,1,True,False,64,11,1,1,0,0,16,0
438,Anyone else in Eldoret experiencing fatigue? Worried about meningitis,nairobi,2025-08-23 23:30:32.784512,-0.12666898635598842,negative,[],9,67,twitter,user5461,"Nairobi, Kenya",,,,0.5,0,2025-08-23,1,False,True,69,9,1,1,0,0,76,0
439,Experiencing fatigue and fatigue. Could this be flu? #health #Kenya,kakamega,2025-07-29 09:57:32.788181,-0.24703774262810982,negative,[],48,100,twitter,user1245,"Kakamega, Kenya",,,,0.75,0,2025-07-29,1,False,False,67,10,1,1,0,0,148,1
440,Visited hospital today - so many measles patients. Stay healthy Machakos!,thika,2025-09-20 13:14:32.788181,-0.245116807931092,negative,[],14,89,twitter,user9953,"Thika, Kenya",,,,0.5,0,2025-09-20,1,False,True,73,11,1,1,0,0,103,1
441,Is there a measles outbreak? Hearing lots of cases in Kitale,eldoret,2025-08-30 09:28:32.790237,-0.19586002234962016,negative,[],1,64,twitter,user9942,"Eldoret, Kenya",,,,0.75,0,2025-08-30,1,False,True,60,11,1,1,0,0,65,0
442,Anyone else in Nairobi experiencing vomiting? Worried about meningitis,nairobi,2025-07-15 05:21:32.790237,-0.21806534345114087,negative,[],33,61,twitter,user7643,"Nairobi, Kenya",,,,0.5,0,2025-07-15,1,False,False,70,9,1,1,0,0,94,0
443,Visited hospital today - so many covid patients. Stay healthy Nairobi!,garissa,2025-10-04 16:03:32.790237,-0.2459598654643938,negative,[],32,92,twitter,user7863,"Garissa, Kenya",,,,0.75,0,2025-10-04,1,True,True,70,11,1,1,0,0,124,1
444,Anyone else in Kakamega experiencing headache? Worried about tuberculosis,kakamega,2025-07-29 11:05:32.790237,-0.19813417446771525,negative,[],13,60,twitter,user4754,"Kakamega, Kenya",,,,0.5,0,2025-07-29,1,False,False,73,9,1,1,0,0,73,0
445,Bungoma residents reporting weakness. Any idea what's going on?,bungoma,2025-08-27 13:42:32.790237,-0.29637544074614547,negative,[],33,52,twitter,user4736,"Bungoma, Kenya",,,,0.5,0,2025-08-27,1,False,False,63,9,1,1,0,0,85,0
446,Health alert: yellow fever cases increasing in Kilifi area,bungoma,2025-09-04 22:26:32.790237,-0.21629241276279051,negative,[],32,3,twitter,user6261,"Bungoma, Kenya",,,,0.75,0,2025-09-04,1,False,False,58,9,1,1,0,0,35,0
447,Anyone else in Malindi experiencing vomiting? Worried about measles,nyeri,2025-08-29 19:12:32.796116,-0.13799288115167394,negative,[],26,7,twitter,user2996,"Nyeri, Kenya",,,,0.5,0,2025-08-29,1,False,False,67,9,1,1,0,0,33,0
448,Kisii residents reporting fever. Any idea what's going on?,kakamega,2025-07-19 17:11:32.796116,-0.14093692074962205,negative,[],25,15,twitter,user7884,"Kakamega, Kenya",,,,0.75,0,2025-07-19,1,False,True,58,9,1,1,0,0,40,0
